# This file was generated with ParaNMR v1.14.0 at 12:34:40 21-07-2026 
shift (ppm),intensity (a.u.)
-90.729642,0.000425
-90.727658,0.000425
-90.725674,0.000425
-90.723691,0.000425
-90.721707,0.000425
-90.719723,0.000426
-90.717740,0.000426
-90.715756,0.000426
-90.713772,0.000426
-90.711789,0.000426
-90.709805,0.000426
-90.707821,0.000426
-90.705838,0.000426
-90.703854,0.000426
-90.701870,0.000426
-90.699887,0.000426
-90.697903,0.000426
-90.695919,0.000426
-90.693935,0.000427
-90.691952,0.000427
-90.689968,0.000427
-90.687984,0.000427
-90.686001,0.000427
-90.684017,0.000427
-90.682033,0.000427
-90.680050,0.000427
-90.678066,0.000427
-90.676082,0.000427
-90.674099,0.000427
-90.672115,0.000427
-90.670131,0.000427
-90.668148,0.000428
-90.666164,0.000428
-90.664180,0.000428
-90.662197,0.000428
-90.660213,0.000428
-90.658229,0.000428
-90.656246,0.000428
-90.654262,0.000428
-90.652278,0.000428
-90.650295,0.000428
-90.648311,0.000428
-90.646327,0.000428
-90.644343,0.000428
-90.642360,0.000429
-90.640376,0.000429
-90.638392,0.000429
-90.636409,0.000429
-90.634425,0.000429
-90.632441,0.000429
-90.630458,0.000429
-90.628474,0.000429
-90.626490,0.000429
-90.624507,0.000429
-90.622523,0.000429
-90.620539,0.000429
-90.618556,0.000429
-90.616572,0.000430
-90.614588,0.000430
-90.612605,0.000430
-90.610621,0.000430
-90.608637,0.000430
-90.606654,0.000430
-90.604670,0.000430
-90.602686,0.000430
-90.600703,0.000430
-90.598719,0.000430
-90.596735,0.000430
-90.594752,0.000430
-90.592768,0.000430
-90.590784,0.000431
-90.588800,0.000431
-90.586817,0.000431
-90.584833,0.000431
-90.582849,0.000431
-90.580866,0.000431
-90.578882,0.000431
-90.576898,0.000431
-90.574915,0.000431
-90.572931,0.000431
-90.570947,0.000431
-90.568964,0.000431
-90.566980,0.000431
-90.564996,0.000432
-90.563013,0.000432
-90.561029,0.000432
-90.559045,0.000432
-90.557062,0.000432
-90.555078,0.000432
-90.553094,0.000432
-90.551111,0.000432
-90.549127,0.000432
-90.547143,0.000432
-90.545160,0.000432
-90.543176,0.000432
-90.541192,0.000432
-90.539209,0.000433
-90.537225,0.000433
-90.535241,0.000433
-90.533257,0.000433
-90.531274,0.000433
-90.529290,0.000433
-90.527306,0.000433
-90.525323,0.000433
-90.523339,0.000433
-90.521355,0.000433
-90.519372,0.000433
-90.517388,0.000433
-90.515404,0.000433
-90.513421,0.000434
-90.511437,0.000434
-90.509453,0.000434
-90.507470,0.000434
-90.505486,0.000434
-90.503502,0.000434
-90.501519,0.000434
-90.499535,0.000434
-90.497551,0.000434
-90.495568,0.000434
-90.493584,0.000434
-90.491600,0.000434
-90.489617,0.000434
-90.487633,0.000435
-90.485649,0.000435
